方向,代碼,名稱,訂單價格,訂單數量,訂單金額,交易狀態,已成交@均價,下單時間,類型,期限,盤前競價,時段,觸發價,允許開倉,市場,幣種,訂單來源,成交數量,成交價格,成交金額,成交時間,市場,幣種,對手經紀,備註,佣金,平台使用費,交收費,印花稅,交易費,證監會徵費,財匯局徵費,證監會規費,交易活動費,期權監管費,期權清算費,期權交收費,綜合審計跟蹤監管費,合計費用
賣出,SNDK260424P970000,SNDK 260424 970.00P,22.2,1,"2,220.00",全部成交,1@22.20,2026/04/23 12:10:08 (美東),限價單,當日有效,,,,,美股,USD,,1,22.2,"2,220.00",2026/04/23 12:23:43 (美東),美股,USD,,,1.99,0.3,,,,,,0.05,0.01,0.01,0.02,0.18,,2.56
賣出,LITE260501C870000,LITE 260501 870.00C,40.2,1,"4,020.00",全部成交,1@40.20,2026/04/23 12:08:20 (美東),限價單,當日有效,,,,,美股,USD,,1,40.2,"4,020.00",2026/04/23 12:12:13 (美東),美股,USD,,,1.99,0.3,,,,,,0.08,0.01,0.01,0.02,0.18,,2.59
買入,SNDK260424P970000,SNDK 260424 970.00P,20.1,1,"2,010.00",全部成交,1@20.10,2026/04/23 12:01:24 (美東),限價單,當日有效,,,,,美股,USD,,1,20.1,"2,010.00",2026/04/23 12:01:29 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,LITE260501C870000,LITE 260501 870.00C,43.9,1,"4,390.00",已撤單,0@0.00,2026/04/23 12:00:05 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,LITE260501C870000,LITE 260501 870.00C,43.6,1,"4,360.00",全部成交,1@43.60,2026/04/23 11:59:15 (美東),限價單,當日有效,,,,,美股,USD,,1,43.6,"4,360.00",2026/04/23 11:59:15 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,LITE260501C870000,LITE 260501 870.00C,44,1,"4,400.00",全部成交,1@44.01,2026/04/23 11:58:39 (美東),限價單,當日有效,,,,,美股,USD,,1,44.01,"4,401.00",2026/04/23 11:58:55 (美東),美股,USD,,,1.99,0.3,,,,,,0.09,0.01,0.01,0.02,0.18,,2.6
賣出,LITE260501C870000,LITE 260501 870.00C,47,2,"9,400.00",已撤單,0@0.00,2026/04/23 11:50:32 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,LITE260424C855000,LITE 260424 855.00C,19.3,1,"1,930.00",全部成交,1@19.30,2026/04/23 11:49:26 (美東),限價單,當日有效,,,,,美股,USD,,1,19.3,"1,930.00",2026/04/23 11:56:31 (美東),美股,USD,,,1.99,0.3,,,,,,0.04,0.01,0.01,0.02,0.18,,2.55
買入,LITE260501C870000,LITE 260501 870.00C,42.8,1,"4,280.00",全部成交,1@42.80,2026/04/23 11:48:32 (美東),限價單,當日有效,,,,,美股,USD,,1,42.8,"4,280.00",2026/04/23 11:49:04 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,LITE260424C855000,LITE 260424 855.00C,18.8,1,"1,880.00",全部成交,1@18.57,2026/04/23 11:43:54 (美東),限價單,當日有效,,,,,美股,USD,,1,18.57,"1,857.00",2026/04/23 11:43:55 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,LITE260501C870000,LITE 260501 870.00C,43,1,"4,300.00",全部成交,1@43.00,2026/04/23 11:41:58 (美東),限價單,當日有效,,,,,美股,USD,,1,43,"4,300.00",2026/04/23 11:47:07 (美東),美股,USD,,,1.99,0.3,,,,,,0.09,0.01,0.01,0.02,0.18,,2.6
買入,LITE260501C870000,LITE 260501 870.00C,44.2,2,"8,840.00",全部成交,2@44.20,2026/04/23 11:36:52 (美東),限價單,當日有效,,,,,美股,USD,,2,44.2,"8,840.00",2026/04/23 11:36:53 (美東),美股,USD,,,1.99,0.6,,,,,,,,0.03,0.04,0.36,,3.02
賣出,SNDK260501C972500,SNDK 260501 972.50C,79.4,1,"7,940.00",全部成交,1@79.40,2026/04/23 11:36:34 (美東),限價單,當日有效,,,,,美股,USD,,1,79.4,"7,940.00",2026/04/23 11:36:34 (美東),美股,USD,,,1.99,0.3,,,,,,0.16,0.01,0.01,0.02,0.18,,2.67
賣出,SNDK260501C972500,SNDK 260501 972.50C,81.6,1,"8,160.00",下單失敗,0@0.00,2026/04/23 11:32:25 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,LITE260501C870000,LITE 260501 870.00C,52.5,1,"5,250.00",已撤單,0@0.00,2026/04/23 11:30:10 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260501C972500,SNDK 260501 972.50C,80.56,1,"8,056.00",已撤單,0@0.00,2026/04/23 11:29:28 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260501C972500,SNDK 260501 972.50C,80.7,1,"8,070.00",全部成交,1@80.70,2026/04/23 11:17:10 (美東),限價單,當日有效,,,,,美股,USD,,1,80.7,"8,070.00",2026/04/23 11:17:11 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,LITE260501C870000,LITE 260501 870.00C,52.5,1,"5,250.00",全部成交,1@52.50,2026/04/23 11:16:38 (美東),限價單,當日有效,,,,,美股,USD,,1,52.5,"5,250.00",2026/04/23 11:16:39 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,NVDA260424C202500,NVDA 260424 202.50C,1.53,30,"4,590.00",已撤單,0@0.00,2026/04/23 10:52:30 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,NVDA260424C202500,NVDA 260424 202.50C,1.64,50,"8,200.00",全部成交,50@1.659,2026/04/23 10:47:52 (美東),限價單,當日有效,,,,,美股,USD,,22,1.66,"3,652.00",2026/04/23 10:47:52 (美東),美股,USD,,,32.5,15,,,,,,0.18,0.17,0.66,1,9,,58.51
,,,,,,,,,,,,,,,,,,23,1.66,"3,818.00",2026/04/23 10:47:52 (美東),美股,USD,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5,1.65,825,2026/04/23 10:47:52 (美東),美股,USD,,,,,,,,,,,,,,,,
買入,NVDA260424C202500,NVDA 260424 202.50C,1.4,10,"1,400.00",已撤單,0@0.00,2026/04/23 10:43:20 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,NVDA260424C202500,NVDA 260424 202.50C,1.47,50,"7,350.00",全部成交,50@1.47,2026/04/23 10:42:27 (美東),限價單,當日有效,,,,,美股,USD,,39,1.47,"5,733.00",2026/04/23 10:42:39 (美東),美股,USD,,,32.5,15,,,,,,,,0.65,1,9,,58.15
,,,,,,,,,,,,,,,,,,11,1.47,"1,617.00",2026/04/23 10:42:28 (美東),美股,USD,,,,,,,,,,,,,,,,
賣出,PLTR260424C145000,PLTR 260424 145.00C,2.09,30,"6,270.00",全部成交,30@2.09,2026/04/23 10:40:18 (美東),限價單,當日有效,,,,,美股,USD,,30,2.09,"6,270.00",2026/04/23 10:40:20 (美東),美股,USD,,,19.5,9,,,,,,0.13,0.1,0.39,0.6,5.4,,35.12
買入,PLTR260424C145000,PLTR 260424 145.00C,1.92,30,"5,760.00",全部成交,30@1.92,2026/04/23 10:28:35 (美東),限價單,當日有效,,,,,美股,USD,,30,1.92,"5,760.00",2026/04/23 10:28:53 (美東),美股,USD,,,19.5,9,,,,,,,,0.39,0.6,5.4,,34.89
賣出,SNDK260424C950000,SNDK 260424 950.00C,22,1,"2,200.00",全部成交,1@22.00,2026/04/23 10:18:08 (美東),限價單,當日有效,,,,,美股,USD,,1,22,"2,200.00",2026/04/23 10:18:11 (美東),美股,USD,,,1.99,0.3,,,,,,0.05,0.01,0.01,0.02,0.18,,2.56
賣出,SNDK260424C950000,SNDK 260424 950.00C,22.5,2,"4,500.00",全部成交,2@22.50,2026/04/23 10:17:44 (美東),限價單,當日有效,,,,,美股,USD,,2,22.5,"4,500.00",2026/04/23 10:18:15 (美東),美股,USD,,,1.99,0.6,,,,,,0.09,0.01,0.03,0.04,0.36,,3.12
買入,SNDK260424C950000,SNDK 260424 950.00C,20.3,2,"4,060.00",全部成交,2@20.30,2026/04/23 10:14:34 (美東),限價單,當日有效,,,,,美股,USD,,2,20.3,"4,060.00",2026/04/23 10:14:35 (美東),美股,USD,,,1.99,0.6,,,,,,,,0.03,0.04,0.36,,3.02
買入,SNDK260424C950000,SNDK 260424 950.00C,21.8,1,"2,180.00",全部成交,1@21.80,2026/04/23 10:12:14 (美東),限價單,當日有效,,,,,美股,USD,,1,21.8,"2,180.00",2026/04/23 10:12:15 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,TSLA260429P372500,TSLA 260429 372.50P,8.65,10,"8,650.00",全部成交,10@8.65,2026/04/23 10:11:34 (美東),限價單,當日有效,,,,,美股,USD,,10,8.65,"8,650.00",2026/04/23 10:11:35 (美東),美股,USD,,,6.5,3,,,,,,0.18,0.03,0.13,0.2,1.8,,11.84
賣出,TSLA260429P372500,TSLA 260429 372.50P,8.05,2,"1,610.00",全部成交,2@8.15,2026/04/23 10:11:11 (美東),限價單,當日有效,,,,,美股,USD,,2,8.15,"1,630.00",2026/04/23 10:11:11 (美東),美股,USD,,,1.99,0.6,,,,,,0.03,0.01,0.03,0.04,0.36,,3.06
買入,TSLA260429P372500,TSLA 260429 372.50P,7.4,2,"1,480.00",全部成交,2@7.40,2026/04/23 10:10:03 (美東),限價單,當日有效,,,,,美股,USD,,2,7.4,"1,480.00",2026/04/23 10:10:10 (美東),美股,USD,,,1.99,0.6,,,,,,,,0.03,0.04,0.36,,3.02
賣出,TSLA260429P372500,TSLA 260429 372.50P,7.45,2,"1,490.00",全部成交,2@7.55,2026/04/23 10:07:50 (美東),限價單,當日有效,,,,,美股,USD,,2,7.55,"1,510.00",2026/04/23 10:07:51 (美東),美股,USD,,,1.99,0.6,,,,,,0.03,0.01,0.03,0.04,0.36,,3.06
賣出,LITE260424P865000,LITE 260424 865.00P,23,1,"2,300.00",下單失敗,0@0.00,2026/04/23 10:06:27 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,SNDK260424C950000,SNDK 260424 950.00C,22,1,"2,200.00",全部成交,1@22.00,2026/04/23 10:06:07 (美東),限價單,當日有效,,,,,美股,USD,,1,22,"2,200.00",2026/04/23 10:19:40 (美東),美股,USD,,,1.99,0.3,,,,,,0.05,0.01,0.01,0.02,0.18,,2.56
買入,TSLA260429P372500,TSLA 260429 372.50P,7.45,2,"1,490.00",全部成交,2@7.45,2026/04/23 10:03:24 (美東),限價單,當日有效,,,,,美股,USD,,2,7.45,"1,490.00",2026/04/23 10:04:10 (美東),美股,USD,,,1.99,0.6,,,,,,,,0.03,0.04,0.36,,3.02
賣出,LITE260424P865000,LITE 260424 865.00P,24.5,1,"2,450.00",下單失敗,0@0.00,2026/04/23 10:02:44 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260429P372500,TSLA 260429 372.50P,8.2,5,"4,100.00",全部成交,5@8.10,2026/04/23 10:01:55 (美東),限價單,當日有效,,,,,美股,USD,,5,8.1,"4,050.00",2026/04/23 10:01:55 (美東),美股,USD,,,3.25,1.5,,,,,,,,0.07,0.1,0.9,,5.82
買入,SNDK260424C950000,SNDK 260424 950.00C,23.7,1,"2,370.00",全部成交,1@23.70,2026/04/23 10:00:34 (美東),限價單,當日有效,,,,,美股,USD,,1,23.7,"2,370.00",2026/04/23 10:00:34 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,TSLA260429P372500,TSLA 260429 372.50P,9,5,"4,500.00",全部成交,5@9.00,2026/04/23 09:59:52 (美東),限價單,當日有效,,,,,美股,USD,,5,9,"4,500.00",2026/04/23 09:59:57 (美東),美股,USD,,,3.25,1.5,,,,,,,,0.07,0.1,0.9,,5.82
賣出,LITE260424P865000,LITE 260424 865.00P,22.7,1,"2,270.00",全部成交,1@22.70,2026/04/23 09:58:15 (美東),限價單,當日有效,,,,,美股,USD,,1,22.7,"2,270.00",2026/04/23 09:58:43 (美東),美股,USD,,,1.99,0.3,,,,,,0.05,0.01,0.01,0.02,0.18,,2.56
買入,LITE260424P865000,LITE 260424 865.00P,18,1,"1,800.00",已撤單,0@0.00,2026/04/23 09:51:37 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,LITE260424P865000,LITE 260424 865.00P,22.9,1,"2,290.00",全部成交,1@22.90,2026/04/23 09:50:09 (美東),限價單,當日有效,,,,,美股,USD,,1,22.9,"2,290.00",2026/04/23 10:11:19 (美東),美股,USD,,,1.99,0.3,,,,,,0.05,0.01,0.01,0.02,0.18,,2.56
買入,LITE260424P865000,LITE 260424 865.00P,21,1,"2,100.00",已撤單,0@0.00,2026/04/23 09:48:53 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,LITE260424P865000,LITE 260424 865.00P,22.2,1,"2,220.00",全部成交,1@22.16,2026/04/23 09:47:35 (美東),限價單,當日有效,,,,,美股,USD,,1,22.16,"2,216.00",2026/04/23 09:47:36 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
買入,LITE260424P865000,LITE 260424 865.00P,23,1,"2,300.00",全部成交,1@23.00,2026/04/23 09:46:53 (美東),限價單,當日有效,,,,,美股,USD,,1,23,"2,300.00",2026/04/23 09:46:53 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,MU260424P485000,MU 260424 485.00P,12.5,1,"1,250.00",全部成交,1@12.50,2026/04/23 09:31:45 (美東),限價單,當日有效,,,,,美股,USD,,1,12.5,"1,250.00",2026/04/23 09:32:35 (美東),美股,USD,,,1.99,0.3,,,,,,0.03,0.01,0.01,0.02,0.18,,2.54
賣出,LITE260424P855000,LITE 260424 855.00P,31.8,1,"3,180.00",全部成交,1@31.80,2026/04/23 09:31:34 (美東),限價單,當日有效,,,,,美股,USD,,1,31.8,"3,180.00",2026/04/23 09:32:21 (美東),美股,USD,,,1.99,0.3,,,,,,0.07,0.01,0.01,0.02,0.18,,2.58
賣出,STX260424P575000,STX 260424 575.00P,12.8,1,"1,280.00",全部成交,1@12.80,2026/04/23 09:31:09 (美東),限價單,當日有效,,,,,美股,USD,,1,12.8,"1,280.00",2026/04/23 09:31:09 (美東),美股,USD,,,1.99,0.3,,,,,,0.03,0.01,0.01,0.02,0.18,,2.54
賣出,SNDK260424P950000,SNDK 260424 950.00P,28.2,1,"2,820.00",全部成交,1@28.20,2026/04/23 09:31:02 (美東),限價單,當日有效,,,,,美股,USD,,1,28.2,"2,820.00",2026/04/23 09:31:03 (美東),美股,USD,,,1.99,0.3,,,,,,0.06,0.01,0.01,0.02,0.18,,2.57
賣出,SNDK260424P960000,SNDK 260424 960.00P,34.9,1,"3,490.00",全部成交,1@34.90,2026/04/23 09:30:58 (美東),限價單,當日有效,,,,,美股,USD,,1,34.9,"3,490.00",2026/04/23 09:31:04 (美東),美股,USD,,,1.99,0.3,,,,,,0.07,0.01,0.01,0.02,0.18,,2.58
賣出,LITE260424P855000,LITE 260424 855.00P,19.04,1,"1,904.00",下單失敗,0@0.00,2026/04/23 09:30:50 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,LITE260424P860000,LITE 260424 860.00P,32,1,"3,200.00",全部成交,1@32.00,2026/04/23 09:30:39 (美東),限價單,當日有效,,,,,美股,USD,,1,32,"3,200.00",2026/04/23 09:31:15 (美東),美股,USD,,,1.99,0.3,,,,,,0.07,0.01,0.01,0.02,0.18,,2.58
賣出,57636,恒指花旗八八牛D.C,0.031,"200,000","6,200.00",已撤單,0@0.00,2026/04/23 15:59:45 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,57636,恒指花旗八八牛D.C,0.03,"200,000","6,000.00",全部成交,"200,000@0.03",2026/04/23 15:59:00 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"180,000",0.03,"5,400.00",2026/04/23 15:59:39 (香港),港股,HKD,2311,,0,15,0.26,0,0.34,0.17,0.01,,,,,,,15.78
,,,,,,,,,,,,,,,,,,"20,000",0.03,600,2026/04/23 15:59:01 (香港),港股,HKD,5075,,,,,,,,,,,,,,,
賣出,57636,恒指花旗八八牛D.C,0.03,"200,000","6,000.00",全部成交,"200,000@0.03",2026/04/23 15:51:20 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"60,000",0.03,"1,800.00",2026/04/23 15:53:40 (香港),港股,HKD,9769,,0,15,0.25,0,0.34,0.17,0.01,,,,,,,15.77
,,,,,,,,,,,,,,,,,,"130,000",0.03,"3,900.00",2026/04/23 15:52:32 (香港),港股,HKD,2453,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"10,000",0.03,300,2026/04/23 15:51:39 (香港),港股,HKD,7769,,,,,,,,,,,,,,,
賣出,57636,恒指花旗八八牛D.C,0.029,"500,000","14,500.00",全部成交,"500,000@0.029",2026/04/23 15:44:15 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"120,000",0.029,"3,480.00",2026/04/23 15:49:36 (香港),港股,HKD,9769,,0,15,0.61,0,0.82,0.39,0.03,,,,,,,16.85
,,,,,,,,,,,,,,,,,,"380,000",0.029,"11,020.00",2026/04/23 15:49:36 (香港),港股,HKD,1444,,,,,,,,,,,,,,,
買入,57636,恒指花旗八八牛D.C,0.029,"100,000","2,900.00",全部成交,"100,000@0.029",2026/04/23 15:40:55 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.029,"2,900.00",2026/04/23 15:40:55 (香港),港股,HKD,4663,,0,15,0.12,0,0.16,0.08,0,,,,,,,15.36
買入,57636,恒指花旗八八牛D.C,0.029,"100,000","2,900.00",全部成交,"100,000@0.029",2026/04/23 15:38:39 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.029,"2,900.00",2026/04/23 15:38:39 (香港),港股,HKD,741,,0,15,0.12,0,0.16,0.08,0,,,,,,,15.36
賣出,57636,恒指花旗八八牛D.C,0.032,"200,000","6,400.00",已撤單,0@0.00,2026/04/23 15:37:25 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,57636,恒指花旗八八牛D.C,0.031,"100,000","3,100.00",已撤單,0@0.00,2026/04/23 15:34:01 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,57636,恒指花旗八八牛D.C,0.029,"100,000","2,900.00",已撤單,0@0.00,2026/04/23 15:33:33 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,57636,恒指花旗八八牛D.C,0.03,"100,000","3,000.00",全部成交,"100,000@0.03",2026/04/23 15:26:49 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.03,"3,000.00",2026/04/23 15:27:41 (香港),港股,HKD,8460,,0,15,0.13,0,0.17,0.08,0,,,,,,,15.38
賣出,57636,恒指花旗八八牛D.C,0.031,"300,000","9,300.00",已撤單,0@0.00,2026/04/23 15:25:02 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,57636,恒指花旗八八牛D.C,0.03,"100,000","3,000.00",已撤單,0@0.00,2026/04/23 15:22:52 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,57636,恒指花旗八八牛D.C,0.029,"100,000","2,900.00",全部成交,"100,000@0.029",2026/04/23 15:21:19 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.029,"2,900.00",2026/04/23 15:21:31 (香港),港股,HKD,1443,,0,15,0.12,0,0.16,0.08,0,,,,,,,15.36
賣出,57636,恒指花旗八八牛D.C,0.031,"100,000","3,100.00",已撤單,0@0.00,2026/04/23 15:09:18 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,57636,恒指花旗八八牛D.C,0.03,"100,000","3,000.00",全部成交,"100,000@0.03",2026/04/23 15:06:57 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.03,"3,000.00",2026/04/23 15:08:32 (香港),港股,HKD,8501,,0,15,0.13,0,0.17,0.08,0,,,,,,,15.38
買入,57636,恒指花旗八八牛D.C,0.029,"100,000","2,900.00",全部成交,"100,000@0.029",2026/04/23 15:06:25 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.029,"2,900.00",2026/04/23 15:06:25 (香港),港股,HKD,1442,,0,15,0.12,0,0.16,0.08,0,,,,,,,15.36
買入,57636,恒指花旗八八牛D.C,0.03,"100,000","3,000.00",全部成交,"100,000@0.03",2026/04/23 15:04:03 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.03,"3,000.00",2026/04/23 15:04:15 (香港),港股,HKD,1444,,0,15,0.13,0,0.17,0.08,0,,,,,,,15.38
買入,57636,恒指花旗八八牛D.C,0.032,"200,000","6,400.00",全部成交,"200,000@0.032",2026/04/23 14:53:19 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"50,000",0.032,"1,600.00",2026/04/23 14:53:51 (香港),港股,HKD,1057,,0,15,0.27,0,0.36,0.17,0.01,,,,,,,15.81
,,,,,,,,,,,,,,,,,,"150,000",0.032,"4,800.00",2026/04/23 14:53:51 (香港),港股,HKD,738,,,,,,,,,,,,,,,
賣出,57636,恒指花旗八八牛D.C,0.033,"200,000","6,600.00",已撤單,0@0.00,2026/04/23 14:47:31 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,57636,恒指花旗八八牛D.C,0.03,"200,000","6,000.00",已撤單,0@0.00,2026/04/23 14:45:35 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,57636,恒指花旗八八牛D.C,0.033,"300,000","9,900.00",全部成交,"300,000@0.033",2026/04/23 14:38:29 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"270,000",0.033,"8,910.00",2026/04/23 14:38:45 (香港),港股,HKD,741,,0,15,0.41,0,0.56,0.27,0.01,,,,,,,16.25
,,,,,,,,,,,,,,,,,,"30,000",0.033,990,2026/04/23 14:38:29 (香港),港股,HKD,2452,,,,,,,,,,,,,,,
賣出,60583,恒指信證八八熊A.P,0.045,"300,000","13,500.00",全部成交,"300,000@0.045",2026/04/23 14:32:55 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"170,000",0.045,"7,650.00",2026/04/23 14:33:12 (香港),港股,HKD,1440,,0,15,0.57,0,0.76,0.37,0.02,,,,,,,16.72
,,,,,,,,,,,,,,,,,,"130,000",0.045,"5,850.00",2026/04/23 14:33:11 (香港),港股,HKD,740,,,,,,,,,,,,,,,
賣出,60583,恒指信證八八熊A.P,0.046,"300,000","13,800.00",已撤單,0@0.00,2026/04/23 14:26:23 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,60583,恒指信證八八熊A.P,0.042,"300,000","12,600.00",已撤單,0@0.00,2026/04/23 14:17:18 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,60583,恒指信證八八熊A.P,0.045,"300,000","13,500.00",已撤單,0@0.00,2026/04/23 14:16:46 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,60583,恒指信證八八熊A.P,0.045,"300,000","13,500.00",全部成交,"300,000@0.045",2026/04/23 14:13:37 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.045,"13,500.00",2026/04/23 14:13:37 (香港),港股,HKD,1441,,0,15,0.57,0,0.76,0.36,0.02,,,,,,,16.71
賣出,61077,恒指星展八二熊F.P,0.028,"300,000","8,400.00",全部成交,"300,000@0.028",2026/04/23 14:06:02 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.028,"8,400.00",2026/04/23 14:06:17 (香港),港股,HKD,738,,0,15,0.35,0,0.47,0.23,0.01,,,,,,,16.06
買入,61077,恒指星展八二熊F.P,0.026,"300,000","7,800.00",全部成交,"300,000@0.026",2026/04/23 14:00:21 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.026,"7,800.00",2026/04/23 14:00:22 (香港),港股,HKD,9789,,0,15,0.33,0,0.44,0.21,0.01,,,,,,,15.99
賣出,57889,恒指法巴八甲牛S.C,0.03,"500,000","15,000.00",全部成交,"500,000@0.03",2026/04/23 13:39:03 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"110,000",0.03,"3,300.00",2026/04/23 13:46:33 (香港),港股,HKD,738,,0,15,0.63,0,0.85,0.41,0.02,,,,,,,16.91
,,,,,,,,,,,,,,,,,,"390,000",0.03,"11,700.00",2026/04/23 13:46:33 (香港),港股,HKD,743,,,,,,,,,,,,,,,
買入,57889,恒指法巴八甲牛S.C,0.029,"500,000","14,500.00",全部成交,"500,000@0.029",2026/04/23 13:28:19 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.029,"14,500.00",2026/04/23 13:28:41 (香港),港股,HKD,9692,,0,15,0.61,0,0.82,0.39,0.02,,,,,,,16.84
賣出,56938,恒指花旗八七牛S.C,0.036,"500,000","18,000.00",全部成交,"500,000@0.036",2026/04/23 13:00:47 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.036,"18,000.00",2026/04/23 13:00:50 (香港),港股,HKD,8441,,0,15,0.76,0,1.02,0.49,0.03,,,,,,,17.3
買入,56938,恒指花旗八七牛S.C,0.034,"500,000","17,000.00",全部成交,"500,000@0.034",2026/04/23 11:36:29 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"330,000",0.034,"11,220.00",2026/04/23 11:36:37 (香港),港股,HKD,511,,0,15,0.71,0,0.96,0.46,0.03,,,,,,,17.16
,,,,,,,,,,,,,,,,,,"170,000",0.034,"5,780.00",2026/04/23 11:36:37 (香港),港股,HKD,1455,,,,,,,,,,,,,,,
賣出,61077,恒指星展八二熊F.P,0.032,"500,000","16,000.00",全部成交,"500,000@0.032",2026/04/23 11:27:41 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.032,"16,000.00",2026/04/23 11:30:21 (香港),港股,HKD,9789,,0,15,0.67,0,0.9,0.43,0.02,,,,,,,17.02
買入,61077,恒指星展八二熊F.P,0.031,"500,000","15,500.00",全部成交,"500,000@0.031",2026/04/23 11:15:58 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"500,000",0.031,"15,500.00",2026/04/23 11:15:59 (香港),港股,HKD,9789,,0,15,0.65,0,0.88,0.42,0.02,,,,,,,16.97
賣出,57636,恒指花旗八八牛D.C,0.027,"500,000","13,500.00",全部成交,"500,000@0.027",2026/04/23 11:12:58 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"60,000",0.027,"1,620.00",2026/04/23 11:13:07 (香港),港股,HKD,768,,0,15,0.57,0,0.77,0.36,0.02,,,,,,,16.72
,,,,,,,,,,,,,,,,,,"220,000",0.027,"5,940.00",2026/04/23 11:13:07 (香港),港股,HKD,741,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"220,000",0.027,"5,940.00",2026/04/23 11:12:58 (香港),港股,HKD,8476,,,,,,,,,,,,,,,
